iter	Logloss
386	0.2908412095
387	0.2908123245
388	0.290770457
389	0.2907208637
390	0.2907014642
391	0.2906031783
392	0.2905292317
393	0.2904886243
394	0.2904799204
395	0.2904291775
396	0.2904027823
397	0.290326553
398	0.2902370219
399	0.290178216
400	0.2901346257
401	0.2900647921
402	0.2900479231
403	0.2898689684
404	0.289835223
405	0.2897918901
406	0.2897103982
407	0.2896547198
408	0.289582208
409	0.2895490162
410	0.2895065666
411	0.2894431269
412	0.2893844826
413	0.2893644435
414	0.2892973828
415	0.2892577077
416	0.2890946579
417	0.2890654839
418	0.2890224229
419	0.2887957002
420	0.2886649766
421	0.2886386517
422	0.2886185409
423	0.2885721693
424	0.2885185798
425	0.2883566733
426	0.2883406322
427	0.2882728439
428	0.2882204933
429	0.2881960293
430	0.2881534242
431	0.2881344856
432	0.2880617728
433	0.2880467355
434	0.2879810831
435	0.2878609267
436	0.2878299166
437	0.2877054263
438	0.2876553809
439	0.2875555266
440	0.2875122131
441	0.2874769879
442	0.2874418628
443	0.2874008554
444	0.2873610043
445	0.2873106797
446	0.2872895283
447	0.287268707
448	0.2872001463
449	0.2869621294
450	0.2867564869
451	0.2867062263
452	0.2866626491
453	0.2866231195
454	0.2866077492
455	0.2865341098
456	0.2865091213
457	0.2864596269
458	0.2864304388
459	0.2863780078
460	0.2863206076
461	0.286200604
462	0.2861586236
463	0.2861190596
464	0.2860722388
465	0.2860221694
466	0.2860012408
467	0.2859513353
468	0.2859093344
469	0.2858458181
470	0.2858081518
471	0.2857566913
472	0.285735968
473	0.2856455608
474	0.2856055164
475	0.2855786667
476	0.2855573512
477	0.2855152029
478	0.2854743459
479	0.285457472
480	0.2854038523
481	0.2853709223
482	0.2853366237
483	0.2852665767
484	0.2851859916
485	0.2850882699
486	0.28504796
487	0.2849985571
488	0.2848199339
489	0.2847750824
490	0.2846933642
491	0.2846761658
492	0.284625796
493	0.2844925655
494	0.284414623
495	0.2843832579
496	0.2843553204
497	0.2842761979
498	0.2842348204
499	0.2841942106
500	0.2841475055
501	0.2841012326
502	0.2840832948
503	0.2840397682
504	0.2840124553
505	0.2839753342
506	0.2839200731
507	0.2838874904
508	0.2837964755
509	0.2837352567
510	0.2836877619
511	0.2836725977
512	0.2836233058
513	0.2835830645
514	0.2835467434
515	0.2834999832
516	0.2834732013
517	0.2834420769
518	0.2834174829
519	0.2833719755
520	0.2833151111
521	0.2832616199
522	0.283205661
523	0.2831710621
524	0.2831074901
525	0.283063986
526	0.2830397279
527	0.2829745909
528	0.2829208859
529	0.2828973335
530	0.2828584171
531	0.2828316402
532	0.2827950133
533	0.2827592288
534	0.2827414775
535	0.2827131674
536	0.2826465754
537	0.2825933645
538	0.2825818887
539	0.2825413289
540	0.2825094721
541	0.282434063
542	0.2823860866
543	0.2823546448
544	0.28230281
545	0.2822644087
546	0.2822510541
547	0.2822385395
548	0.282199383
549	0.2820672334
550	0.2820441401
551	0.2820136785
552	0.281990389
553	0.2819491206
554	0.2819112962
555	0.281901421
556	0.2817681192
557	0.2817194178
558	0.2816778629
559	0.2816278095
560	0.2815797402
561	0.2815577553
562	0.2815002229
563	0.2814679458
564	0.2814473749
565	0.2813883792
566	0.2813690995
567	0.2813151356
568	0.2812578843
569	0.2811948141
570	0.2811650687
571	0.2811082152
572	0.2810938961
573	0.2810670884
574	0.2810382974
575	0.2809664268
576	0.2809245387
577	0.2808680708
578	0.2808295558
579	0.2807877418
580	0.280773443
581	0.2806736261
582	0.2806480372
583	0.2806058862
584	0.280528519
585	0.2804964246
586	0.2804580453
587	0.280262024
588	0.2801591018
589	0.2800856233
590	0.2800235356
591	0.2799945062
592	0.2799557777
593	0.2799271943
594	0.2799103535
595	0.2798361296
596	0.2797984417
597	0.2797787406
598	0.2797548464
599	0.2797293094
600	0.2797006541
601	0.2796572992
602	0.2796468443
603	0.2796112823
604	0.2795883503
605	0.2795292128
606	0.279523549
607	0.2795108505
608	0.279476582
609	0.2794441739
610	0.2794174043
611	0.2793416972
612	0.2793336324
613	0.2792123969
614	0.2791836877
615	0.2790860829
616	0.2790083564
617	0.2789782711
618	0.2789574981
619	0.2789335991
620	0.2788865268
621	0.2788347413
622	0.2788122046
623	0.2787637107
624	0.2787457663
625	0.2786937755
626	0.2786811382
627	0.2786493243
628	0.2785944642
629	0.2785561941
630	0.2785140404
631	0.2784855574
632	0.2784412371
633	0.2784106869
634	0.2783780661
635	0.2783391981
636	0.2783272852
637	0.2782853762
638	0.27827035
639	0.2782458163
640	0.2781911324
641	0.2781508599
642	0.2781387797
643	0.2780788057
644	0.2780485603
645	0.2779825941
646	0.2779437596
647	0.2779144248
648	0.2779038756
649	0.2778684795
650	0.277799779
651	0.2777573886
652	0.2777134133
653	0.2776939939
654	0.2776609315
655	0.2776226436
656	0.2775796038
657	0.2775453736
658	0.2775182049
659	0.2774646788
660	0.2774509788
661	0.2774407044
662	0.2774077563
663	0.2773906252
664	0.2773735152
665	0.2773290367
666	0.2772806088
667	0.2772727575
668	0.2772449582
669	0.2771910059
670	0.2771511504
671	0.2771123324
672	0.2770794953
673	0.276979714
674	0.2769623817
675	0.2769348514
676	0.2769085335
677	0.2769011126
678	0.2768706454
679	0.276841751
680	0.2768093143
681	0.2767893007
682	0.2767633409
683	0.2767274313
684	0.2767162731
685	0.2766893244
686	0.2766839097
687	0.2766328291
688	0.2765944152
689	0.2765606557
690	0.2765307664
691	0.2764982833
692	0.2764786209
693	0.2764069492
694	0.2763476439
695	0.276300175
696	0.2762173274
697	0.2761986919
698	0.2761545775
699	0.2760925224
700	0.2760549824
701	0.2760088681
702	0.2759633032
703	0.2759430688
704	0.2758885843
705	0.2758525231
706	0.2757847
707	0.2757696762
708	0.2757547129
709	0.2757405028
710	0.2756879865
711	0.275673225
712	0.2756649534
713	0.2756471398
714	0.2756027579
715	0.2755858516
716	0.2755507969
717	0.275529543
718	0.2755200055
719	0.2754990821
720	0.2754663723
721	0.2754408663
722	0.275409587
723	0.2753435778
724	0.2753031192
725	0.2752708478
726	0.2752447845
727	0.2752291977
728	0.2752043099
729	0.2751818817
730	0.275124903
731	0.2750981337
732	0.2750447095
733	0.2750202229
734	0.275006516
735	0.2749697888
736	0.274955807
737	0.2749364115
738	0.2749106691
739	0.2748659543
740	0.2748368334
741	0.2747780141
742	0.2747318529
743	0.2746909106
744	0.274675692
745	0.2746668393
746	0.2746492178
747	0.2746441525
748	0.2746260503
749	0.274591868
750	0.2745718166
751	0.2744890289
752	0.2744219394
753	0.2744126554
754	0.2743877697
755	0.2743754354
756	0.2743307518
757	0.2743038531
758	0.2742580106
759	0.2741736378
760	0.2741103703
761	0.2741059029
762	0.2740841638
763	0.2740451179
764	0.2740308984
765	0.2739832474
766	0.2739480691
767	0.2739304288
768	0.2738940648
769	0.2738830803
770	0.2738460776
771	0.273838006
772	0.2737769659
773	0.2737615579
774	0.2736747107
775	0.2736431986
776	0.2736277754
777	0.2735597567
778	0.2734910045
779	0.2734682265
780	0.2734251645
781	0.2733679961
782	0.2733548076
783	0.2732985273
784	0.2731930358
785	0.2731398962
786	0.2730761872
787	0.273056138
788	0.2730367966
789	0.2730044973
790	0.2729778525
791	0.2729465798
792	0.2729197896
793	0.2728442766
794	0.2728154637
795	0.2727768721
796	0.2727571922
797	0.2727209461
798	0.2726950496
799	0.2726515835
800	0.2726028163
801	0.2725762945
802	0.2725498409
803	0.272507737
804	0.2724819219
805	0.2724084613
806	0.2723795699
807	0.2723332795
808	0.2722697151
809	0.272244392
810	0.2722187753
811	0.2721767519
812	0.2721299165
813	0.2720837446
814	0.2720317002
815	0.2720224971
816	0.2719971052
817	0.2719867586
818	0.2719037949
819	0.2718849882
820	0.2718036009
821	0.2717666136
822	0.2717329268
823	0.271684873
824	0.2716655871
825	0.271568495
826	0.2715534977
827	0.2715287456
828	0.2715037609
829	0.2714603484
830	0.2714250775
831	0.2713847512
832	0.2713766566
833	0.2713421533
834	0.2712754266
835	0.2712341219
836	0.2712118997
837	0.2711881274
838	0.2711749005
839	0.271154964
840	0.2711298021
841	0.2710872266
842	0.2710671251
843	0.2709922628
844	0.2709708348
845	0.270949242
846	0.270903051
847	0.2708746164
848	0.270852511
849	0.2708095069
850	0.2707835718
851	0.2707662026
852	0.2707421066
853	0.2706975999
854	0.2705684
855	0.2705534051
856	0.2704935871
857	0.2704322639
858	0.2703980139
859	0.2703509584
860	0.2703386818
861	0.2703222338
862	0.2702947143
863	0.2702733679
864	0.2702508326
865	0.2702407782
866	0.2702151101
867	0.2701871049
868	0.2701678823
869	0.2701278902
870	0.2701080186
871	0.2700666121
872	0.2700510967
873	0.2700294278
874	0.2699917506
875	0.2699690225
876	0.2699293853
877	0.2698924295
878	0.269807433
879	0.2697910732
880	0.2697309372
881	0.2697129023
882	0.2697074569
883	0.2696817829
884	0.2696561672
885	0.2696273475
886	0.2696156074
887	0.2695535721
888	0.2695196796
889	0.2694505116
890	0.2694089653
891	0.2693953325
892	0.269334349
893	0.2693142614
894	0.2692931541
895	0.2692448107
896	0.2691914793
897	0.2691650295
898	0.2691339463
899	0.2690700856
900	0.2690090989
901	0.268995157
902	0.2689689515
903	0.2689377654
904	0.2689140881
905	0.268874101
906	0.2688578626
907	0.2688291634
908	0.2688011877
909	0.2687783098
910	0.2687386091
911	0.2686997398
912	0.2686647102
913	0.2686161757
914	0.2685851564
915	0.2685748652
916	0.2685380659
917	0.2685248386
918	0.2684838966
919	0.2684232617
920	0.2684013905
921	0.2683940698
922	0.2683701105
923	0.2683369594
924	0.268330333
925	0.2682799678
926	0.2682461563
927	0.2682350486
928	0.2682151435
929	0.2681636022
930	0.268122302
931	0.268103879
932	0.2680811999
933	0.2680572093
934	0.2680489484
935	0.2680264297
936	0.2679622179
937	0.2679485132
938	0.2679162452
939	0.2679078458
940	0.2678954514
941	0.2678573125
942	0.2678199645
943	0.2677863886
944	0.2677537237
945	0.267725429
946	0.2676756677
947	0.2676325398
948	0.2675863598
949	0.2675802421
950	0.2675700433
951	0.267552699
952	0.2675065088
953	0.2674858859
954	0.2674694314
955	0.267449141
956	0.2673756382
957	0.2673489386
958	0.2673102155
959	0.267287119
960	0.2672704659
961	0.2672253216
962	0.2672151877
963	0.2671959004
964	0.2671603136
965	0.2671444111
966	0.2671248843
967	0.2671071498
968	0.2670863705
969	0.2670634325
970	0.2670272715
971	0.266998151
972	0.2669006975
973	0.2668909448
974	0.2668661263
975	0.2668383534
976	0.2668256226
977	0.2667850687
978	0.2667696261
979	0.2667421725
980	0.2667223106
981	0.2666914033
982	0.2666608871
983	0.2666366698
984	0.2666175638
985	0.2665911782
986	0.2665669876
987	0.2664278059
988	0.266403859
989	0.2663732917
990	0.2663392452
991	0.2663065515
992	0.2662794066
993	0.2662662074
994	0.2662336012
995	0.266189509
996	0.2661705128
997	0.2661573951
998	0.2661407376
999	0.2660979688
